year,ppmv,
-571104,247.6569725,
-571526,249.1861814,
-571964,248.7207804,
-572415,251.7666008,
-572856,251.8615048,
-573284,252.0800267,
-573705,248.863922,
-574163,252.5436976,
-574650,252.8973536,
-575166,251.2965767,
-575704,251.3417253,
-576247,251.0792764,
-576793,249.056869,
-577331,252.9234049,
-577884,251.4730231,
-578261,244.1397833,
-578452,243.8071398,
-578865,236.1702196,
-579169,230.2553891,
-579597,225.2070402,
-579979,219.4126581,
-580505,215.4458665,
-580887,209.8834178,
-581625,206.6812525,
-582009,210.6390178,
-584771,223.9576328,
-585222,225.9929311,
-585939,234.4009291,
-586330,238.7841159,
-586991,246.346029,
-587476,250.2045646,
-588091,248.1046424,
-588539,243.5553026,
-589070,237.3775124,
-590434,225.6788036,
-590836,229.3866701,
-591612,233.1632189,
-592097,238.1475936,
-592914,237.9772146,
-593487,232.9179557,
-594272,221.2172429,
-594842,216.4410116,
-595854,216.2730971,
-596380,219.0222803,
-597269,225.9716627,
-597865,229.3814805,
-599306,232.4547892,
-600651,237.8582812,
-602000,239.1401259,
-603354,244.5322516,
-604676,248.480185,
-606030,254.5783255,
-607298,259.2237979,
-608480,257.7448677,
-609602,257.8151014,
-609651,259.6847092,
-610812,258.1379745,
-611993,256.1935786,
-613191,252.7479748,
-614350,252.8982584,
-614407,252.7298005,
-615660,252.6394449,
-617004,248.2889334,
-618334,245.8865879,
-619702,243.5306836,
-621001,243.8854525,
-621105,239.1923088,
-622547,237.928507,
-623448,235.0233065,
-624098,228.5122254,
-625020,215.7096826,
-625881,205.7631073,
-627190,199.5241646,
-627820,205.2658218,
-627917,200.7773455,
-629577,200.4570693,
-630407,196.4991728,
-632128,193.0978999,
-632932,195.9498915,
-633060,194.8593659,
-634572,194.0025899,
-635765,195.3315012,
-637469,188.8477364,
-638423,190.1777336,
-640125,191.384257,
-640907,191.5605718,
-642351,195.3061298,
-643201,195.8204274,
-644427,189.885481,
-645305,191.848061,
-646663,193.4765987,
-647242,196.1714941,
-648399,189.2501799,
-648998,193.4431546,
-650155,187.2748941,
-650759,186.7937683,
-651781,192.8691774,
-652489,194.8160293,
-653575,199.9959534,
-654183,200.3524245,
-655232,192.9341212,
-655705,189.2334088,
-655772,190.8769406,
-656815,184.0981364,
-657344,187.3800807,
-657462,185.6837858,
-658514,188.4342745,
-659169,193.9700305,
-659266,191.5917035,
-660333,189.6905842,
-660847,193.908217,
-660928,190.8610304,
-661988,191.0224933,
-662371,192.5532136,
-662459,187.7670323,
-663372,180.1665971,
-663887,180.5376818,
-664804,174.7686794,
-665460,173.7136201,
-666466,177.714661,
-666966,180.6705433,
-667870,187.655537,
-668347,191.5141319,
-669121,194.878373,
-669508,196.8275423,
-670201,194.7895604,
-670812,197.1291522,
-671747,201.1220986,
-672280,204.6697456,
-673079,211.6914561,
-673457,216.1224818,
-674581,222.5748545,
-675203,219.9623846,
-675651,216.5907023,
-676379,218.2097347,
-676792,220.0862371,
-677506,229.160458,
-677786,232.7010242,
-678363,233.6111136,
-678678,233.1080061,
-679276,225.8085582,
-679720,227.8951603,
-680394,221.3062639,
-680791,219.1411842,
-681508,220.2352187,
-681879,222.6967128,
-682474,225.6416021,
-682809,224.3560777,
-683345,221.8203547,
-683730,220.6226141,
-684320,220.6316642,
-684632,222.6179258,
-685205,222.7044405,
-685496,222.965013,
-686051,226.7289261,
-686351,227.6504621,
-686860,227.6358561,
-687208,230.6687893,
-687744,232.0747772,
-688002,232.2674759,
-688525,235.8000553,
-688787,236.4535725,
-689272,239.2879301,
-689518,238.4159988,
-690018,239.3787348,
-690369,243.5623167,
-690883,239.2983941,
-691128,238.4733044,
-691625,243.6995487,
-691872,237.756008,
-692331,239.3406333,
-692587,240.4566923,
-693000,239.3111317,
-693310,239.7965338,
-693783,236.7987348,
-694032,238.7372303,
-694485,238.0518499,
-694695,238.132698,
-695141,239.4354919,
-695393,238.4199793,
-695797,239.8847439,
-696090,241.0299152,
-696556,240.8990463,
-696804,241.8320312,
-697266,238.8636108,
-697490,239.0095213,
-697915,239.7264196,
-698154,237.2061159,
-698536,236.7173884,
-698865,236.6070014,
-699319,235.4215271,
-699575,232.4560078,
-700044,230.8847912,
-700251,232.1621215,
-700785,232.1824465,
-701060,230.587829,
-701519,233.3539062,
-701847,232.2805206,
-702301,232.8295885,
-702632,233.5444872,
-703104,234.0426968,
-703294,235.0917249,
-703777,237.1846803,
-704104,237.6612315,
-704543,236.0536914,
-704761,236.0453403,
-705361,238.8480697,
-705694,233.5052881,
-706250,233.5834734,
-706464,233.1122849,
-707010,234.8361606,
-707504,231.4329713,
-707960,230.5073599,
-708507,227.0328227,
-709034,224.9017353,
-709450,225.3889691,
-710072,224.1234469,
-710294,224.0017437,
-711363,223.8856926,
-712116,227.6373406,
-712454,227.0831971,
-713166,223.142628,
-713616,227.5826982,
-714361,213.5999929,
-714636,210.5098875,
-715399,198.4255957,
-716006,189.8784338,
-716829,193.460903,
-717338,200.8234845,
-718138,212.0305186,
-718641,217.0426911,
-719458,219.2003557,
-719740,218.9569448,
-720556,216.0967701,
-721045,212.1080718,
-721831,212.5454089,
-722192,214.0125928,
-723026,210.4806822,
-723525,211.4919763,
-724300,211.0759956,
-724627,211.4265693,
-725949,210.0675098,
-726644,210.2419749,
-727038,211.0778131,
-727887,210.0149975,
-728311,212.1716466,
-728959,210.1635175,
-729235,210.7023731,
-729911,211.6232109,
-730372,213.7318788,
-731044,208.1143039,
-731379,207.720752,
-732073,210.6017427,
-732513,216.1485999,
-733185,214.6624205,
-733460,217.8828377,
-734158,217.194473,
-734573,213.1440204,
-735320,206.9201812,
-735711,204.5191039,
-736631,191.7441063,
-737225,185.6096601,
-738157,185.4023665,
-738511,183.3925392,
-739380,184.7670847,
-739925,189.1426275,
-740695,188.646642,
-741113,187.3271928,
-742010,188.1795998,
-742574,188.9688197,
-743722,187.2923244,
-744670,190.2415493,
-745228,187.9198816,
-745991,187.9522843,
-746387,187.5437569,
-747313,188.6788749,
-747865,190.1748369,
-748757,192.0759224,
-749087,191.2960363,
-750024,193.5471714,
-750616,197.495726,
-751540,195.4338892,
-751985,203.9027966,
-753165,199.0460536,
-753637,203.2996955,
-754617,208.1036711,
-754901,209.4450797,
-755836,213.6113901,
-756413,218.3519527,
-757186,222.7200859,
-757612,226.9430115,
-757929,223.0236555,
-758159,225.3736676,
-758567,225.6158254,
-758990,222.7085789,
-759915,216.6408086,
-760217,214.694008,
-761152,213.9998029,
-761821,219.9481577,
-762727,223.8929502,
-763232,222.9260864,
-763637,233.6609057,
-763902,229.4074875,
-764239,232.1154555,
-764859,230.6229188,
-765798,224.864666,
-766168,223.8179649,
-767112,221.6409365,
-767702,225.8663567,
-768650,230.6269034,
-769071,229.5642363,
-769570,236.3189003,
-769863,234.2405482,
-770226,239.7120056,
-770525,243.8852524,
-770788,246.494568,
-771046,243.854752,
-771300,246.0305818,
-771735,237.7794476,
-772095,239.2312024,
-773009,238.3850776,
-773589,241.7410825,
-774383,245.3180553,
-774833,248.9234726,
-775732,247.3032103,
-776283,252.4555389,
-777108,254.9270444,
-777418,254.6895621,
-778239,254.4321063,
-778770,252.5212569,
-779613,257.2103392,
-779937,251.50919,
-780779,257.4363037,
-781249,255.0181764,
-782312,260.9181501,
-783085,255.8455403,
-783570,259.6646238,
-784240,262.2298083,
-784614,264.3450291,
-785406,269.3559593,
-785854,265.9973287,
-786530,257.1989367,
-786742,257.0184549,
-787545,238.6409536,
-788004,235.4857431,
-788690,227.3777503,
-789107,230.5501347,
-790081,224.6857623,
-790668,214.4503514,
-791570,213.3577596,
-791903,218.3926417,
-793173,208.7893628,
-793738,204.6175064,
-794903,198.7924036,
-795429,197.9087863,
-796732,200.4894559,
-799287,198.6836109,
-800923,198.6572142,
-801760,202.6471059,
-801976,202.9217232,
-802060,207.4986455,
-802573,204.861938,
-803183,202.2268391,
-803719,207.2854401,
